id,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q11,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q15,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q16,Q17,Q17,Q17,Q17,Q17,Q17,Q17,Q17,Q18,Q20,Q21,device_type,מקור,ISAIncome
886,גבר,52,יהודי,,(04) צפון,חילוני/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית דוקטורט,מעל 36000,,desktop,0,מעל 36000
891,גבר,52,יהודי,,(09) שרון,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,,desktop,0,12001-13000
962,אישה,52,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,לא יודע/ת,הרבה מתחת לממוצע,"mobile, Android",0,עד 3000
1002,אישה,52,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,אפל TV - AppleTV,,,,,,,,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,על תיכונית,22001-27000,,"mobile, iOS",0,22001-27000
1025,אישה,52,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,,"mobile, Android",0,12001-13000
24,גבר,53,יהודי,,(04) צפון,מסורתי/ת,1,כבלים של הוט,בזק בינלאומי,,הוט -Hot ,,,,,,,,,,,,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,על תיכונית,11001-12000,,desktop,0,11001-12000
44,אישה,53,יהודי,,(04) צפון,חילוני/ת,1,אחר,פרטנר,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על תיכונית,12001-13000,,"mobile, Android",0,12001-13000
69,גבר,53,יהודי,,(08) דרום,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,FreeTV,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,,"mobile, Android",0,16001-18000
82,אישה,53,יהודי,,(09) שרון,חילוני/ת,1,קו טלפון (ADSL),פרטנר,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,קצת מעל הממוצע,"mobile, iOS",0,18001-22000
139,גבר,53,יהודי,,(08) דרום,מסורתי/ת,1,סיב אופטי,פרטנר,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,8001-9000,,"mobile, iOS",0,8001-9000
214,אישה,53,ערבי - מוסלמי,המשולש,,,1,קו טלפון (ADSL),פרטנר,,,,יס - Yes,,,,,,,,,,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,,,דיזר - Deezer,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,7001-8000,,desktop,0,7001-8000
237,גבר,53,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,,,,,,,אחר,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,,"mobile, Android",0,12001-13000
315,גבר,53,ערבי - מוסלמי,הכרמל וסביבותיו,,,1,קו טלפון (ADSL),בזק בינלאומי,,,,,יס פלוס - Yes,,,,,,,,,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,תיכונית / ישיבה קטנה,6001-7000,,"mobile, Android",0,6001-7000
329,אישה,53,ערבי - מוסלמי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,13001-14000,,desktop,0,13001-14000
450,גבר,53,ערבי - נוצרי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,סיב אופטי,בזק בינלאומי,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר שני,27001-32000,,"mobile, iOS",0,27001-32000
462,אישה,53,יהודי,,(02) ירושלים,מסורתי/ת,1,קו טלפון (ADSL),פלאפון,,הוט -Hot ,,,,,,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,7001-8000,,"mobile, Android",0,7001-8000
555,גבר,53,ערבי - מוסלמי,נצרת וסביבותיה,,,1,סיב אופטי,טריפל סי,,,,,,,,,,,,לא יודע ת,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,על תיכונית,12001-13000,,"mobile, Android",0,12001-13000
605,גבר,53,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,יסודית,22001-27000,,desktop,0,22001-27000
662,גבר,53,יהודי,,(09) שרון,מסורתי/ת,1,סיב אופטי,סלקום,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,אפל TV - AppleTV,,,,,,,,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב
751,גבר,53,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,13001-14000,,"mobile, iOS",0,13001-14000
854,אישה,53,יהודי,,(08) דרום,דתי/ה,1,כבלים של הוט,הוט נט,,,,,,,,,,עידן פלוס - Idan,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,על תיכונית,6001-7000,,desktop,0,6001-7000
867,גבר,53,יהודי,,(02) ירושלים,חרדי/ת,1,סיב אופטי,אינטרנט רימון/אתרוג,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, Android",0,22001-27000
898,אישה,53,יהודי,,(02) ירושלים,מסורתי/ת,1,סיב אופטי,הוט נט,,,Hot-NextTV,,,,,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,על תיכונית,14001-16000,,"mobile, Android",0,14001-16000
903,אישה,53,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,דיסקברי פלוס - Discovery Plus,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,לא יודע/ת,מסרב/ת להשיב,"mobile, Android",0,לא יודע|ת
1068,גבר,53,יהודי,,(02) ירושלים,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,18001-22000,,"mobile, Android",0,18001-22000
1128,אישה,53,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,22001-27000,,"mobile, Android",0,22001-27000
1170,אישה,53,יהודי,,(04) צפון,חילוני/ת,1,קו טלפון (ADSL),אקספון 018 (wecom),,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,על תיכונית,22001-27000,,desktop,0,22001-27000
161,גבר,54,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,9001-10000,,"mobile, iOS",0,9001-10000
248,גבר,54,יהודי,,(04) צפון,דתי/ה,1,סיב אופטי,סלקום,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,27001-32000,,desktop,0,27001-32000
262,אישה,54,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,הוט נט,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר שני,16001-18000,,"mobile, Android",0,16001-18000
312,אישה,54,ערבי - נוצרי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,,,,,,אחר,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,,"mobile, iOS",0,12001-13000
423,גבר,54,יהודי,,(08) דרום,מסורתי/ת,1,סיב אופטי,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,10001-11000,,"mobile, iOS",0,10001-11000
643,אישה,54,יהודי,,(02) ירושלים,דתי/ה,1,קו טלפון (ADSL),פלאפון,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,אפל TV - AppleTV,,,,,,,,,,,,אחר,,,על תיכונית,14001-16000,,"mobile, Android",0,14001-16000
668,גבר,54,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,אחר,,,,,,,,,,,אחר,,,נטפליקס – Netflix,דיסני פלוס,,,,,,אחר,,,,,YouTube Music   YouTube Premium,,,אחר,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,32001-36000,,"mobile, Android",0,32001-36000
669,אישה,54,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,על תיכונית,מסרב/ת להשיב,דומה לממוצע,desktop,0,12001-13000
710,אישה,54,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,סלקום,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,אפל TV - AppleTV,אמאזון פריים - Amazon Prime,,,,,,,אפל מיוזיק - Apple music,,,,,,,אקדמאית דוקטורט,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב
754,גבר,54,יהודי,,(02) ירושלים,דתי/ה,1,סיב אופטי,טריפל סי,,,,,,,,,,עידן פלוס - Idan,,,,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב
860,גבר,54,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,נטוויזן,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,על תיכונית,22001-27000,,"mobile, iOS",0,22001-27000
882,אישה,54,יהודי,,(03) מרכז,חילוני/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,13001-14000,,"mobile, Android",0,13001-14000
976,גבר,54,יהודי,,(04) צפון,מסורתי/ת,1,סיב אופטי,גולן טלקום,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מעל 36000,,"mobile, Android",0,מעל 36000
1011,אישה,54,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,13001-14000,,"mobile, Android",0,13001-14000
1222,אישה,54,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,16001-18000,,"mobile, Android",0,16001-18000
36,אישה,55,ערבי - מוסלמי,הגליל והגולן,,,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,אחר,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,desktop,0,22001-27000
38,אישה,55,ערבי - מוסלמי,נצרת וסביבותיה,,,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,תיכונית / ישיבה קטנה,4001-5000,,desktop,0,4001-5000
89,אישה,55,יהודי,,(08) דרום,מסורתי/ת,1,כבלים של הוט,פרטנר,,,,,,,פרטנר TV,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,על תיכונית,13001-14000,,"mobile, Android",0,13001-14000
97,גבר,55,יהודי,,(02) ירושלים,מסורתי/ת,1,קו טלפון (ADSL),בזק בינלאומי,,,,,,סלקום TV,,,,עידן פלוס - Idan,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, Android",0,22001-27000
125,גבר,55,ערבי - מוסלמי,נצרת וסביבותיה,,,1,סיב אופטי,נטוויזן,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,לא יודע ת,,,,,,,,לא יודע ת,,תיכונית / ישיבה קטנה,6001-7000,,"mobile, Android",0,6001-7000
135,גבר,55,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,סלקום,,,,יס - Yes,,,,,,,אחר,,,נטפליקס – Netflix,,,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר שני,27001-32000,,desktop,0,27001-32000
166,גבר,55,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,סלקום,,,,,,,,,,,אחר,,,,,,,,,,אחר,,,,,,,,,,אף אחד מהם,על תיכונית,13001-14000,,desktop,0,13001-14000
196,אישה,55,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,אפל TV - AppleTV,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,3001-4000,,"mobile, Android",0,3001-4000
294,גבר,55,דרוזי,הכרמל וסביבותיו,,,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,,,,,FreeTV,עידן פלוס - Idan,,,,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,,,,,,אף אחד מהם,תיכונית / ישיבה קטנה,10001-11000,,"mobile, Android",0,10001-11000
298,אישה,55,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,פרטנר,,,,יס - Yes,,,,,,,,,,,,,,,,,,לא יודע ת,,,,,,,,לא יודע ת,,תיכונית / ישיבה קטנה,9001-10000,,"mobile, Android",0,9001-10000
334,גבר,55,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר שני,27001-32000,,desktop,0,27001-32000
369,גבר,55,יהודי,,(08) דרום,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,לא יודע ת,,על תיכונית,12001-13000,,desktop,0,12001-13000
477,אישה,55,יהודי,,(02) ירושלים,חילוני/ת,1,אחר,סלקום,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,לא יודע ת,,אקדמאית תואר שני,מסרב/ת להשיב,קצת מעל הממוצע,"mobile, iOS",0,18001-22000
558,גבר,55,יהודי,,(09) שרון,מסורתי/ת,1,סיב אופטי,פרטנר,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,לא יודע ת,,תיכונית / ישיבה קטנה,14001-16000,,"mobile, iOS",0,14001-16000
609,אישה,55,יהודי,,(03) מרכז,מסורתי/ת,1,סיב אופטי,פרטנר,,,Hot-NextTV,,יס פלוס - Yes,,,,,,,,,,,,,,,,,לא יודע ת,,,,,,,,לא יודע ת,,תיכונית / ישיבה קטנה,9001-10000,,"mobile, Android",0,9001-10000
642,גבר,55,יהודי,,(09) שרון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,אמאזון פריים - Amazon Prime,דיסקברי פלוס - Discovery Plus,,,,,,,,,,,לא יודע ת,,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב
653,אישה,55,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,,יס פלוס - Yes,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,7001-8000,,"mobile, Android",0,7001-8000
660,גבר,55,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,Hot-NextTV,,,,,Sting TV,,,,,,נטפליקס – Netflix,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר שני,מעל 36000,,"mobile, Android",0,מעל 36000
795,אישה,55,יהודי,,(04) צפון,דתי/ה,1,סיב אופטי,סלקום,,,,,,סלקום TV,,,,,,,,,,,,,,,,,אף אחד מהם,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, Android",0,22001-27000
868,אישה,55,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,,,,אחר,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,על תיכונית,7001-8000,,"mobile, Android",0,7001-8000
955,גבר,55,יהודי,,(09) שרון,דתי/ה,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,,,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,על תיכונית,8001-9000,,"mobile, Android",0,8001-9000
967,גבר,55,יהודי,,(03) מרכז,חילוני/ת,1,כבלים של הוט,בזק בינלאומי,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,עד 3000,,"mobile, Android",0,עד 3000
1078,אישה,55,יהודי,,(03) מרכז,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,,,Sting TV,,,,,,,,,,,,,,לא יודע ת,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,קצת מעל הממוצע,"mobile, Android",0,18001-22000
1103,אישה,55,יהודי,,(08) דרום,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב
1201,גבר,55,יהודי,,(03) מרכז,דתי/ה,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר שני,32001-36000,,"mobile, iOS",0,32001-36000
1224,אישה,55,יהודי,,(09) שרון,חילוני/ת,1,סיב אופטי,פרטנר,,,,,,סלקום TV,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,אחר,,,תיכונית / ישיבה קטנה,12001-13000,,"mobile, Android",0,12001-13000
26,גבר,56,ערבי - מוסלמי,נצרת וסביבותיה,,,1,סיב אופטי,סמייל 012,,,,,,,,,,,,לא יודע ת,,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,תיכונית / ישיבה קטנה,5001-6000,,desktop,0,5001-6000
107,אישה,56,ערבי - מוסלמי,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",,,1,סיב אופטי,בזק בינלאומי,,,,,,,,,,,,,אף אחד מהם,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,3001-4000,,"mobile, Android",0,3001-4000
118,גבר,56,יהודי,,(02) ירושלים,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,,,,,,,,,,,,,,אף אחד מהם,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,,desktop,0,18001-22000
193,אישה,56,יהודי,,(02) ירושלים,מסורתי/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,מסרב/ת להשיב,קצת מעל הממוצע,desktop,0,18001-22000
235,אישה,56,יהודי,,(04) צפון,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,יס פלוס - Yes,,,,,,,,,,,,,,,,,,אף אחד מהם,,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,18001-22000,,"mobile, Android",0,18001-22000
286,גבר,56,יהודי,,(04) צפון,חילוני/ת,1,סיב אופטי,פרטנר,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,על תיכונית,12001-13000,,"mobile, Android",0,12001-13000
346,אישה,56,יהודי,,(03) מרכז,מסורתי/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,,,,,,,,,,אף אחד מהם,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,דומה לממוצע,"mobile, Android",0,12001-13000
380,אישה,56,יהודי,,(08) דרום,דתי/ה,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,,,,,,,,,,אף אחד מהם,,,,,,,,אף אחד מהם,אקדמאית תואר שני,מסרב/ת להשיב,דומה לממוצע,desktop,0,12001-13000
411,אישה,56,יהודי,,(04) צפון,מסורתי/ת,1,כבלים של הוט,הוט נט,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,,"mobile, Android",0,18001-22000
418,גבר,56,יהודי,,(04) צפון,מסורתי/ת,1,סיב אופטי,בזק בינלאומי,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,,,,ספוטיפיי – Spotify,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר שני,22001-27000,,"mobile, Android",0,22001-27000
507,אישה,56,יהודי,,(08) דרום,חילוני/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,נטפליקס – Netflix,,,אפל TV - AppleTV,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,22001-27000,,"mobile, Android",0,22001-27000
541,אישה,56,יהודי,,(08) דרום,חילוני/ת,1,אחר,בזק בינלאומי,,,,,,,,Sting TV,,,,,,נטפליקס – Netflix,דיסני פלוס,יוטיוב - YouTube - מנוי בתשלום,,,,,,,,,,YouTube Music   YouTube Premium,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,4001-5000,,"mobile, Android",0,4001-5000
557,אישה,56,יהודי,,(08) דרום,מסורתי/ת,1,כבלים של הוט,הוט נט,,הוט -Hot ,,,,,,,,,,,,,דיסני פלוס,,,,,,,,,ספוטיפיי – Spotify,,,,,,,,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,13001-14000,,"mobile, Android",0,13001-14000
673,אישה,56,יהודי,,(03) מרכז,דתי/ה,1,סיב אופטי,פרטנר,,,,,,,פרטנר TV,,,,,,,נטפליקס – Netflix,,,,,,,,,,,,,,,,,אף אחד מהם,תיכונית / ישיבה קטנה,14001-16000,,"mobile, Android",0,14001-16000
786,אישה,56,יהודי,,(02) ירושלים,חילוני/ת,1,סיב אופטי,בזק בינלאומי,,,,יס - Yes,,,,,,,,,,נטפליקס – Netflix,דיסני פלוס,,,אמאזון פריים - Amazon Prime,,,,,,ספוטיפיי – Spotify,אפל מיוזיק - Apple music,YouTube Music   YouTube Premium,,,,,,תיכונית / ישיבה קטנה,6001-7000,,desktop,0,6001-7000
