ת״ז,מגדר,גיל,לאום,הגדרה דתית,סוג חיבור האינטרנט,ספק האינטרנט,השכלה,הכנסה למשק בית,הכנסה מעל או מתחת לממוצע,סוג מכשיר,מקור,הכנסה,איזור מגורים,ספק טלויזיה ישראלי,צריכת שירותי מוזיקה,הכנסה_מספרית,ספק טלוויזיה בינלאומי,קבוצת_גיל,נטפליקס
312,אישה,54,ערבי - נוצרי,חרדי/ת,קו טלפון (ADSL),בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,מעט מתחת לערך הממוצע,"mobile, iOS",0,12001-13000,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",אחר,אף אחד מהם,12500,נטפליקס – Netflix,46-55,TRUE
423,גבר,54,יהודי,מסורתי/ת,סיב אופטי,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,10001-11000,מעט מתחת לערך הממוצע,"mobile, iOS",0,10001-11000,(08) דרום,הוט -Hot,YouTube Music   YouTube Premium,10500,נטפליקס – Netflix,46-55,TRUE
643,אישה,54,יהודי,דתי/ה,קו טלפון (ADSL),פלאפון,על תיכונית,14001-16000,מעט מעל הערך הממוצע,"mobile, Android",0,14001-16000,(02) ירושלים,יס - Yes,אחר,15000,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום; אפל TV - AppleTV,46-55,TRUE
668,גבר,54,יהודי,חילוני/ת,סיב אופטי,אחר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,32001-36000,,"mobile, Android",0,32001-36000,(04) צפון,אחר,YouTube Music   YouTube Premium; אחר,,נטפליקס – Netflix; דיסני פלוס; אחר,46-55,TRUE
669,אישה,54,יהודי,מסורתי/ת,סיב אופטי,פרטנר,על תיכונית,מסרב/ת להשיב,דומה לממוצע,desktop,0,12001-13000,(03) מרכז,פרטנר TV,אף אחד מהם,12500,נטפליקס – Netflix; דיסני פלוס; אחר,46-55,TRUE
710,אישה,54,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית דוקטורט,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב,(08) דרום,יס - Yes,אפל מיוזיק - Apple music,,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום; אפל TV - AppleTV; אמאזון פריים - Amazon Prime,46-55,TRUE
754,גבר,54,יהודי,דתי/ה,סיב אופטי,טריפל סי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב,(02) ירושלים,עידן פלוס - Idan,YouTube Music   YouTube Premium,,נטפליקס – Netflix; אחר,46-55,TRUE
860,גבר,54,יהודי,חילוני/ת,סיב אופטי,נטוויזן,על תיכונית,22001-27000,,"mobile, iOS",0,22001-27000,(03) מרכז,הוט -Hot,YouTube Music   YouTube Premium,,נטפליקס – Netflix,46-55,TRUE
882,אישה,54,יהודי,חילוני/ת,כבלים של הוט,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,13001-14000,מעט מעל הערך הממוצע,"mobile, Android",0,13001-14000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,13500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,46-55,TRUE
976,גבר,54,יהודי,מסורתי/ת,סיב אופטי,גולן טלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מעל 36000,,"mobile, Android",0,מעל 36000,(04) צפון,יס - Yes,ספוטיפיי – Spotify,,נטפליקס – Netflix,46-55,TRUE
1011,אישה,54,יהודי,מסורתי/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,13001-14000,מעט מעל הערך הממוצע,"mobile, Android",0,13001-14000,(03) מרכז,סלקום TV,YouTube Music   YouTube Premium,13500,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום,46-55,TRUE
1222,אישה,54,יהודי,חילוני/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,(03) מרכז,יס - Yes,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,17000,נטפליקס – Netflix,46-55,TRUE
36,אישה,55,ערבי - מוסלמי,חילוני/ת,קו טלפון (ADSL),בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,desktop,0,22001-27000,הגליל והגולן,פרטנר TV,YouTube Music   YouTube Premium,,נטפליקס – Netflix; אחר,46-55,TRUE
38,אישה,55,ערבי - מוסלמי,דתי/ה,קו טלפון (ADSL),בזק בינלאומי,תיכונית / ישיבה קטנה,4001-5000,מעט מתחת לערך הממוצע,desktop,0,4001-5000,נצרת וסביבותיה,אף אחד מהם,אף אחד מהם,4500,לא יודע ת,46-55,FALSE
89,אישה,55,יהודי,מסורתי/ת,כבלים של הוט,פרטנר,על תיכונית,13001-14000,מעט מעל הערך הממוצע,"mobile, Android",0,13001-14000,(08) דרום,פרטנר TV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,13500,נטפליקס – Netflix,46-55,TRUE
97,גבר,55,יהודי,מסורתי/ת,קו טלפון (ADSL),בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, Android",0,22001-27000,(02) ירושלים,סלקום TV; עידן פלוס - Idan,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix,46-55,TRUE
125,גבר,55,ערבי - מוסלמי,חילוני/ת,סיב אופטי,נטוויזן,תיכונית / ישיבה קטנה,6001-7000,מעט מתחת לערך הממוצע,"mobile, Android",0,6001-7000,נצרת וסביבותיה,אף אחד מהם,לא יודע ת,6500,לא יודע ת,46-55,FALSE
135,גבר,55,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר שני,27001-32000,,desktop,0,27001-32000,(04) צפון,יס - Yes; אחר,ספוטיפיי – Spotify,,נטפליקס – Netflix; אמאזון פריים - Amazon Prime,46-55,TRUE
166,גבר,55,יהודי,חילוני/ת,סיב אופטי,סלקום,על תיכונית,13001-14000,מעט מעל הערך הממוצע,desktop,0,13001-14000,(08) דרום,אחר,אף אחד מהם,13500,אחר,46-55,FALSE
196,אישה,55,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,3001-4000,מעט מתחת לערך הממוצע,"mobile, Android",0,3001-4000,(08) דרום,סלקום TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,3500,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום; אפל TV - AppleTV,46-55,TRUE
294,גבר,55,דרוזי,חרדי/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,10001-11000,מעט מתחת לערך הממוצע,"mobile, Android",0,10001-11000,הכרמל וסביבותיו,יס - Yes; FreeTV; עידן פלוס - Idan,אף אחד מהם,10500,יוטיוב - YouTube - מנוי בתשלום,46-55,FALSE
298,אישה,55,יהודי,מסורתי/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,9001-10000,מעט מתחת לערך הממוצע,"mobile, Android",0,9001-10000,(03) מרכז,יס - Yes,לא יודע ת,9500,לא יודע ת,46-55,FALSE
334,גבר,55,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר שני,27001-32000,,desktop,0,27001-32000,(03) מרכז,אף אחד מהם,אף אחד מהם,,נטפליקס – Netflix,46-55,TRUE
369,גבר,55,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,על תיכונית,12001-13000,מעט מתחת לערך הממוצע,desktop,0,12001-13000,(08) דרום,יס - Yes,לא יודע ת,12500,נטפליקס – Netflix,46-55,TRUE
477,אישה,55,יהודי,חילוני/ת,אחר,סלקום,אקדמאית תואר שני,מסרב/ת להשיב,קצת מעל הממוצע,"mobile, iOS",0,18001-22000,(02) ירושלים,סלקום TV,לא יודע ת,20000,נטפליקס – Netflix,46-55,TRUE
558,גבר,55,יהודי,מסורתי/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,14001-16000,מעט מעל הערך הממוצע,"mobile, iOS",0,14001-16000,(09) שרון,Sting TV,לא יודע ת,15000,נטפליקס – Netflix,46-55,TRUE
609,אישה,55,יהודי,מסורתי/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,9001-10000,מעט מתחת לערך הממוצע,"mobile, Android",0,9001-10000,(03) מרכז,Hot-NextTV; יס פלוס - Yes,לא יודע ת,9500,לא יודע ת,46-55,FALSE
642,גבר,55,יהודי,חילוני/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב,(09) שרון,פרטנר TV,לא יודע ת,,נטפליקס – Netflix; דיסני פלוס; אמאזון פריים - Amazon Prime; דיסקברי פלוס - Discovery Plus,46-55,TRUE
653,אישה,55,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,7001-8000,מעט מתחת לערך הממוצע,"mobile, Android",0,7001-8000,(03) מרכז,יס פלוס - Yes,YouTube Music   YouTube Premium,7500,נטפליקס – Netflix,46-55,TRUE
660,גבר,55,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר שני,מעל 36000,,"mobile, Android",0,מעל 36000,(03) מרכז,Hot-NextTV; Sting TV,ספוטיפיי – Spotify,,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,46-55,TRUE
795,אישה,55,יהודי,דתי/ה,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, Android",0,22001-27000,(04) צפון,סלקום TV,ספוטיפיי – Spotify,,נטפליקס – Netflix; דיסני פלוס; אפל TV - AppleTV; דיסקברי פלוס - Discovery Plus,46-55,TRUE
868,אישה,55,יהודי,חילוני/ת,סיב אופטי,פרטנר,על תיכונית,7001-8000,מעט מתחת לערך הממוצע,"mobile, Android",0,7001-8000,(04) צפון,אחר,YouTube Music   YouTube Premium,7500,נטפליקס – Netflix,46-55,TRUE
955,גבר,55,יהודי,דתי/ה,סיב אופטי,פרטנר,על תיכונית,8001-9000,מעט מתחת לערך הממוצע,"mobile, Android",0,8001-9000,(09) שרון,פרטנר TV,YouTube Music   YouTube Premium,8500,יוטיוב - YouTube - מנוי בתשלום,46-55,FALSE
967,גבר,55,יהודי,חילוני/ת,כבלים של הוט,בזק בינלאומי,אקדמאית תואר שני,עד 3000,מעט מתחת לערך הממוצע,"mobile, Android",0,עד 3000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,1500,נטפליקס – Netflix; דיסני פלוס,46-55,TRUE
1078,אישה,55,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,קצת מעל הממוצע,"mobile, Android",0,18001-22000,(03) מרכז,Sting TV,ספוטיפיי – Spotify,20000,לא יודע ת,46-55,FALSE
1103,אישה,55,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב,(08) דרום,יס - Yes,ספוטיפיי – Spotify,,נטפליקס – Netflix,46-55,TRUE
1201,גבר,55,יהודי,דתי/ה,סיב אופטי,פרטנר,אקדמאית תואר שני,32001-36000,,"mobile, iOS",0,32001-36000,(03) מרכז,פרטנר TV,אף אחד מהם,,נטפליקס – Netflix,46-55,TRUE
1224,אישה,55,יהודי,חילוני/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,12001-13000,מעט מתחת לערך הממוצע,"mobile, Android",0,12001-13000,(09) שרון,סלקום TV,YouTube Music   YouTube Premium; אחר,12500,נטפליקס – Netflix,46-55,TRUE
26,גבר,56,ערבי - מוסלמי,חילוני/ת,סיב אופטי,סמייל 012,תיכונית / ישיבה קטנה,5001-6000,מעט מתחת לערך הממוצע,desktop,0,5001-6000,נצרת וסביבותיה,לא יודע ת,אף אחד מהם,5500,נטפליקס – Netflix; אמאזון פריים - Amazon Prime,56+,TRUE
107,אישה,56,ערבי - מוסלמי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,3001-4000,מעט מתחת לערך הממוצע,"mobile, Android",0,3001-4000,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",אף אחד מהם,אף אחד מהם,3500,נטפליקס – Netflix; אפל TV - AppleTV; אמאזון פריים - Amazon Prime,56+,TRUE
118,גבר,56,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,desktop,0,18001-22000,(02) ירושלים,יס - Yes,אף אחד מהם,20000,נטפליקס – Netflix; דיסני פלוס,56+,TRUE
193,אישה,56,יהודי,מסורתי/ת,כבלים של הוט,הוט נט,אקדמאית תואר שני,מסרב/ת להשיב,קצת מעל הממוצע,desktop,0,18001-22000,(02) ירושלים,הוט -Hot,YouTube Music   YouTube Premium,20000,נטפליקס – Netflix,56+,TRUE
235,אישה,56,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(04) צפון,יס - Yes; יס פלוס - Yes,אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,20000,נטפליקס – Netflix; אפל TV - AppleTV,56+,TRUE
